DOC_EX,KEY_RESULT,KEY_HEADER,KEY_CONTAIN1,KEY_CONTAIN2,KEY_CONTAIN3,KEY_CONTAIN4,KEY_NCONTAIN
pdf,통지서,통지서,"서울회생법원","통지서","수신","사건",""
